product_id,sku,product_name,brand,category,subcategory,supplier,cost_price,selling_price,discount_percent,profit_margin,weight,length,width,height,warehouse_id,stock_quantity,reorder_level,launch_date,product_status,supplier_rating,return_rate,created_at,updated_at,color,material,warranty_months,is_active,min_order_qty,max_order_qty
PROD-00096,HOM-BED-WAY-112,Wayfair Eco Bedding,Wayfair,Home & Kitchen,Bedding,Prime Logistics,79.58,143.13,0,0.44,1.91,41.10,38.50,13.40,WH-08,1153,67,2024-03-06,Active,3.54,0.06,2024-02-23,2024-06-02,White,Fabric,,True,1,20
PROD-00097,ELE-HEA-LOG-924,Logitech Signature Headphone,Logitech,Electronics,Headphones,Global Trade Corp,33.95,42.66,0,0.20,0.10,19.20,17.20,5.20,WH-01,413,60,2024-10-22,Active,4.18,0.05,2024-10-17,2024-12-13,White,Metal,24,True,1,10
PROD-00098,APP-JAC-NIK-966,Nike Eco Jacket,Nike,Apparel,Jackets,Elite Wholesale,32.07,66.01,0,0.51,1.53,35.80,37.70,3.60,WH-10,795,39,2024-09-28,Active,3.82,0.15,2024-09-18,2024-10-17,Grey,Leather,0,True,1,100
PROD-00099,BEA-MAK-OLA-756,Olay Premium Makeup,Olay,Beauty,Makeup,Apex Distributors,24.72,71.81,0,0.66,0.12,4.00,5.70,9.50,WH-03,964,39,2024-12-16,Discontinued,3.08,0.04,2024-12-06,2025-01-06,Black,Organic Compounds,0,False,1,100
PROD-00100,GRO-ORG-QUA-560,Quaker Smart Organic,Quaker,Groceries,Organic,Prime Logistics,12.08,14.44,15,0.16,0.62,13.20,9.70,10.90,WH-03,292,81,2024-10-27,Active,4.89,0.01,2024-10-17,2025-02-04,Grey,Tin Can,0,True,1,10
PROD-00101,ELE-HEA-APP-366,Apple Ultra Headphone,,Electronics,Headphones,Prime Logistics,23.57,31.84,25,0.26,0.16,22.00,17.50,7.30,WH-02,1255,92,2025-10-20,Active,3.96,0.05,2025-10-09,2025-11-28,Blue,Metal,,True,1,10
PROD-00102,HOM-BED-KEU-513,Keurig Signature Bedding,Keurig,Home & Kitchen,Bedding,Global Trade Corp,71.84,114.77,0,0.37,2.88,41.60,36.50,10.90,WH-09,1308,44,2024-04-29,Active,3.74,0.07,2024-04-10,2024-08-25,Grey,Metal,12,True,1,20
PROD-00103,APP-PAN-LEV-191,Levis Ultra Pant,Levis,Apparel,Pants,Summit Suppliers,40.81,91.14,0,0.55,0.40,31.90,31.90,2.80,WH-06,1203,79,2025-11-13,Active,3.97,0.21,2025-10-30,2026-01-13,Red,Denim,0,True,1,100
PROD-00104,GRO-BEV-NES-290,Nestle Pro Beverage,Nestle,Groceries,Beverages,Global Trade Corp,4.27,5.24,0,0.19,1.50,10.60,8.90,19.40,WH-02,883,69,2024-02-29,Active,3.51,0.01,2024-02-15,2024-03-10,Silver,Glass Jar,0,True,1,5
PROD-00105,GRO-ORG-GEN-288,General Mills Ultra Organic,General Mills,Groceries,Organic,Apex Distributors,8.12,10.02,25,0.19,0.83,15.90,12.60,21.50,WH-02,1387,41,2025-01-14,Active,3.97,0.02,2024-12-30,2025-06-12,Blue,Plastic Bottle,0,True,1,20
PROD-00106,APP-JAC-GAP-696,Gap Eco Jacket,,Apparel,Jackets,Global Trade Corp,60.42,115.64,5,0.48,1.71,42.30,28.80,3.00,WH-01,221,75,2024-09-17,Active,3.86,0.22,2024-09-01,2025-02-11,,Wool,0,True,1,20
PROD-00107,GRO-SNA-KRA-864,Kraft Classic Snack,Kraft,Groceries,Snacks,Global Trade Corp,2.96,3.46,,0.14,0.12,16.60,8.10,21.40,WH-01,680,62,2025-03-10,Active,4.50,0.02,2025-02-21,2025-04-25,Grey,,0,True,1,10
PROD-00108,HOM-FUR-WAY-445,Wayfair Deluxe Furniture,Wayfair,Home & Kitchen,Furniture,Prime Logistics,299.72,506.85,0,0.41,20.64,153.30,87.40,44.70,WH-07,477,39,2025-04-17,Active,3.60,0.09,2025-03-30,2025-08-16,Pink,,12,True,1,5
PROD-00109,ELE-LAP-DEL-965,Dell Eco Laptop,Dell,Electronics,Laptops,Summit Suppliers,786.91,1111.92,,0.29,1.47,32.00,23.80,1.60,WH-10,374,30,2025-07-16,Active,4.81,0.05,2025-07-01,2025-12-13,,Metal,12,True,1,10
PROD-00110,HOM-APP-CAL-403,Calphalon Signature Appliance,,Home & Kitchen,Appliances,Prime Logistics,252.44,500.94,0,0.50,4.67,45.20,55.60,53.00,WH-06,454,86,2025-10-06,Active,4.94,0.10,2025-09-21,2026-01-10,,Glass,24,True,1,20
PROD-00111,GRO-PAN-HEI-412,Heinz Signature Pantry,Heinz,Groceries,Pantry,Elite Wholesale,5.69,7.01,0,0.19,1.19,12.10,13.80,19.10,WH-08,830,63,2025-10-14,Active,4.68,0.01,2025-10-02,2026-03-08,Green,Plastic Bottle,0,True,1,10
PROD-00112,ELE-LAP-LG-594,LG Smart Laptop,LG,Electronics,Laptops,Elite Wholesale,845.26,1015.61,0,0.17,2.24,32.30,22.30,2.00,WH-05,1303,73,2024-12-13,Active,4.26,0.07,2024-12-05,2025-01-03,Beige,Metal,,True,1,5
PROD-00113,APP-SHO-LEV-741,Levis Deluxe Shoe,Levis,Apparel,Shoes,Prime Logistics,67.55,155.84,20,0.57,0.87,30.90,21.10,12.40,WH-07,1035,22,2025-03-16,Active,4.93,0.13,2025-03-03,2025-03-21,,Wool,0,True,1,10
PROD-00114,GRO-ORG-QUA-760,Quaker Ultra Organic,Quaker,Groceries,Organic,Elite Wholesale,17.53,20.64,5,0.15,0.96,10.00,13.60,18.20,WH-09,946,88,2024-07-24,Active,4.16,0.01,2024-07-15,2024-10-20,White,Paper Pack,,True,1,100
PROD-00115,GRO-SNA-COC-279,Coca-Cola Pro Snack,Coca-Cola,Groceries,Snacks,Prime Logistics,3.66,4.50,0,0.19,0.16,18.80,7.20,24.00,WH-03,283,33,2024-07-03,Active,4.27,0.02,2024-06-13,2024-11-10,Blue,Glass Jar,0,True,1,100
PROD-00116,APP-JAC-ADI-352,Adidas Deluxe Jacket,,Apparel,Jackets,Summit Suppliers,89.23,198.30,10,0.55,1.69,42.20,35.70,4.50,WH-03,476,65,2024-05-31,Active,4.16,0.17,2024-05-26,2024-07-20,Navy,Leather,,True,1,100
PROD-00117,APP-SHI-ADI-819,Adidas Pro Shirt,Adidas,Apparel,Shirts,Apex Distributors,15.87,33.25,10,0.52,0.18,25.90,27.90,1.30,WH-09,852,75,2025-08-27,Active,4.13,0.16,2025-08-19,2026-01-14,Blue,Wool,3,True,1,100
PROD-00118,HOM-FUR-CUI-911,Cuisinart Deluxe Furniture,,Home & Kitchen,Furniture,Apex Distributors,371.44,608.90,15,0.39,32.59,147.70,61.80,75.20,WH-07,390,91,2025-09-30,Active,3.55,0.10,2025-09-15,2025-10-30,Red,Ceramic,,True,1,20
PROD-00119,HOM-FUR-KIT-555,KitchenAid Premium Furniture,KitchenAid,Home & Kitchen,Furniture,Summit Suppliers,185.15,328.00,0,0.44,13.67,79.20,46.50,41.80,WH-04,568,80,2024-01-23,Active,4.52,0.08,2024-01-17,2024-03-08,Navy,Glass,12,True,1,20
PROD-00120,APP-JAC-ADI-459,Adidas Signature Jacket,Adidas,Apparel,Jackets,Global Trade Corp,66.32,133.74,25,0.50,1.31,36.50,35.40,5.80,WH-08,505,39,2024-01-10,Active,3.51,0.19,2023-12-22,2024-03-04,,,3,True,1,10
PROD-00121,APP-SHI-GAP-590,Gap Smart Shirt,Gap,Apparel,Shirts,Global Trade Corp,10.36,21.69,0,0.52,0.30,34.80,24.20,2.00,WH-01,222,29,2024-12-10,Active,4.58,0.21,2024-11-27,2025-04-11,White,Leather,0,True,1,100
PROD-00122,ELE-TV-HP-480,HP Premium TV,,Electronics,TV,Global Trade Corp,497.61,697.36,0,0.29,11.90,131.70,75.50,7.40,WH-07,650,20,2024-10-24,Active,4.59,0.03,2024-10-10,2025-02-12,Red,Metal,36,True,1,10
PROD-00123,BEA-MAK-NEU-125,Neutrogena Ultra Makeup,Neutrogena,Beauty,Makeup,Summit Suppliers,3.04,6.31,0,0.52,0.05,6.00,2.60,5.30,WH-05,579,26,2025-03-08,Active,4.89,0.03,2025-02-20,2025-07-14,Pink,Organic Compounds,0,True,1,5
PROD-00124,ELE-HEA-HP-772,HP Signature Headphone,HP,Electronics,Headphones,Apex Distributors,75.61,95.97,0,0.21,0.39,20.30,17.10,5.90,WH-02,534,70,2025-08-03,Active,3.67,0.06,2025-07-26,2025-08-31,Silver,Plastic,12,True,1,10
PROD-00125,BEA-SKI-NEU-717,Neutrogena Eco Skincare,Neutrogena,Beauty,Skincare,Elite Wholesale,31.47,77.42,0,0.59,0.06,5.70,5.50,14.70,WH-06,867,38,2025-05-21,Active,4.73,0.04,2025-05-13,2025-06-30,,Natural Oil,0,True,1,5
PROD-00126,APP-SHO-ADI-720,Adidas Essential Shoe,Adidas,Apparel,Shoes,Global Trade Corp,63.34,127.71,10,0.50,0.91,34.90,20.90,11.70,WH-10,877,63,2024-03-21,Active,3.85,0.18,2024-03-03,2024-04-25,Navy,Denim,,True,1,100
PROD-00127,GRO-SNA-KRA-859,Kraft Pro Snack,Kraft,Groceries,Snacks,Prime Logistics,1.43,1.73,0,0.17,0.46,10.20,9.80,21.50,WH-06,429,75,2024-11-14,Active,3.85,0.01,2024-10-26,2024-12-03,Beige,Plastic Bottle,0,True,1,20
PROD-00128,BEA-HAI-MAY-207,Maybelline Signature Haircare,Maybelline,Beauty,Haircare,Summit Suppliers,15.94,45.04,0,0.65,0.78,7.70,8.50,22.40,WH-05,1455,78,2024-12-25,Active,4.66,0.03,2024-12-18,2025-02-11,Navy,Organic Compounds,0,True,1,100
PROD-00129,HOM-FUR-WAY-632,Wayfair Ultra Furniture,Wayfair,Home & Kitchen,Furniture,Prime Logistics,436.50,841.22,0,0.48,34.64,106.80,47.20,89.90,WH-02,839,94,2024-02-07,Active,3.62,0.06,2024-01-23,2024-05-01,,Fabric,24,True,1,10
PROD-00130,GRO-SNA-KRA-473,Kraft Deluxe Snack,Kraft,Groceries,Snacks,Summit Suppliers,3.12,3.71,20,0.16,0.28,18.30,10.60,15.60,WH-10,1229,66,2024-11-26,Active,3.51,0.02,2024-11-08,2025-04-10,Grey,Glass Jar,0,True,1,5
PROD-00131,GRO-BEV-QUA-280,Quaker Essential Beverage,Quaker,Groceries,Beverages,Prime Logistics,5.25,6.07,0,0.14,0.92,8.00,10.90,28.10,WH-08,205,94,2024-09-27,Active,3.99,0.01,2024-09-17,2025-02-04,Red,Tin Can,0,True,1,10
PROD-00132,HOM-BED-IKE-143,Ikea Pro Bedding,Ikea,Home & Kitchen,Bedding,Global Trade Corp,21.90,38.33,,0.43,1.49,41.10,42.10,7.80,WH-02,984,99,2025-06-14,Active,4.33,0.06,2025-05-31,2025-10-16,,Metal,,True,1,10
PROD-00133,ELE-PHO-LG-709,LG Deluxe Phone,LG,Electronics,Phones,Prime Logistics,794.00,1018.52,15,0.22,0.15,15.30,7.30,0.90,WH-01,1456,25,2024-10-29,Active,4.51,0.05,2024-10-21,2025-01-17,Beige,Plastic,24,True,1,10
PROD-00134,HOM-BED-WAY-210,Wayfair Smart Bedding,Wayfair,Home & Kitchen,Bedding,Summit Suppliers,52.86,81.79,10,0.35,2.72,32.80,37.90,11.20,WH-04,448,31,2025-08-29,Active,3.67,0.08,2025-08-13,2025-12-30,White,Wood,24,True,1,20
PROD-00135,HOM-COO-CAL-339,Calphalon Ultra Cookware,,Home & Kitchen,Cookware,Apex Distributors,39.12,75.61,0,0.48,2.63,27.50,25.80,15.40,WH-05,372,57,2024-12-24,Active,4.47,0.05,2024-12-18,2025-03-09,Navy,Fabric,24,True,1,20
PROD-00136,ELE-TV-SON-741,Sony Eco TV,Sony,Electronics,TV,Global Trade Corp,613.18,739.13,0,0.17,15.98,99.70,57.20,11.70,WH-02,1188,90,2024-10-23,Active,3.60,0.03,2024-10-03,2024-10-25,White,Plastic,,True,1,10
PROD-00137,APP-SHI-LEV-103,Levis Ultra Shirt,,Apparel,Shirts,Elite Wholesale,14.14,33.43,0,0.58,0.26,34.80,27.70,1.20,WH-04,1149,79,2024-01-19,Active,4.56,0.20,2023-12-31,2024-04-04,Beige,,3,True,1,5
PROD-00138,BEA-MAK-SEP-954,Sephora Classic Makeup,Sephora,Beauty,Makeup,Summit Suppliers,4.98,12.81,5,0.61,0.03,4.30,2.10,10.10,WH-04,300,36,2024-03-02,Active,3.84,0.03,2024-02-12,2024-03-21,Blue,Organic Compounds,0,True,1,100
PROD-00139,ELE-HEA-LG-774,LG Ultra Headphone,LG,Electronics,Headphones,Prime Logistics,90.74,109.84,5,0.17,0.13,21.30,15.20,6.20,WH-05,902,91,2025-12-03,Active,4.33,0.07,2025-11-20,2026-03-31,Black,Plastic,36,True,1,5
PROD-00140,HOM-COO-IKE-941,Ikea Premium Cookware,Ikea,Home & Kitchen,Cookware,Elite Wholesale,44.27,75.10,0,0.41,1.80,23.30,37.10,15.70,WH-07,777,60,2024-08-17,Active,3.70,0.08,2024-08-12,2024-09-27,Green,Ceramic,0,True,1,5
PROD-00141,GRO-SNA-QUA-327,Quaker Eco Snack,,Groceries,Snacks,Summit Suppliers,1.66,2.16,15,0.23,0.38,17.80,12.00,16.20,WH-02,143,75,2025-01-30,Active,4.09,0.01,2025-01-12,2025-04-07,Blue,Glass Jar,0,True,1,5
PROD-00142,APP-SHI-LEV-575,Levis Signature Shirt,,Apparel,Shirts,Prime Logistics,18.90,36.72,0,0.49,0.15,29.60,29.50,2.40,WH-08,1397,26,2025-02-14,Active,4.19,0.22,2025-02-06,2025-04-29,Blue,Leather,3,True,1,20
PROD-00143,HOM-COO-IKE-889,Ikea Eco Cookware,Ikea,Home & Kitchen,Cookware,Elite Wholesale,21.69,36.39,20,0.40,2.82,32.20,29.90,17.10,WH-06,239,78,2025-01-02,Active,4.03,0.07,2024-12-20,2025-01-12,Red,Glass,,True,1,5
PROD-00144,APP-SHI-ZAR-469,Zara Classic Shirt,Zara,Apparel,Shirts,Apex Distributors,12.40,30.07,10,0.59,0.20,28.00,22.20,1.80,WH-09,597,48,2025-05-16,Active,4.38,0.14,2025-04-26,2025-05-19,,Denim,3,True,1,5
PROD-00145,BEA-MAK-SEP-864,Sephora Smart Makeup,Sephora,Beauty,Makeup,Global Trade Corp,10.97,26.13,0,0.58,0.14,5.70,3.10,7.90,WH-07,655,86,2024-03-22,Active,4.92,0.04,2024-03-06,2024-05-13,Green,Natural Oil,,True,1,100
PROD-00146,BEA-SKI-EST-666,Estee Lauder Classic Skincare,Estee Lauder,Beauty,Skincare,Prime Logistics,27.25,63.75,0,0.57,0.12,6.10,7.20,13.00,WH-08,1232,32,2025-08-31,Active,3.76,0.05,2025-08-26,2026-01-27,Beige,Organic Compounds,0,True,1,20
PROD-00147,ELE-HEA-APP-400,Apple Smart Headphone,Apple,Electronics,Headphones,Summit Suppliers,30.09,39.91,30,0.25,0.24,19.30,16.60,7.30,WH-07,1463,92,2024-07-22,Discontinued,2.72,0.04,2024-07-05,2024-09-20,Green,Metal,36,False,1,20
PROD-00148,GRO-ORG-COC-717,Coca-Cola Pro Organic,Coca-Cola,Groceries,Organic,Elite Wholesale,16.79,21.71,0,0.23,0.87,14.70,16.90,12.30,WH-03,839,69,2025-02-25,Active,4.36,0.01,2025-02-12,2025-03-18,Grey,Glass Jar,,True,1,20
PROD-00149,APP-SHO-LEV-160,Levis Smart Shoe,Levis,Apparel,Shoes,Prime Logistics,75.95,143.89,,0.47,0.94,29.70,23.30,13.90,WH-03,1169,56,2025-09-30,Active,4.66,0.19,2025-09-15,2026-01-10,Grey,Wool,0,True,1,100
PROD-00150,APP-PAN-ZAR-734,Zara Deluxe Pant,Zara,Apparel,Pants,Summit Suppliers,20.30,47.87,5,0.58,0.32,34.80,32.60,2.90,WH-05,119,86,2024-03-21,Active,4.00,0.19,2024-03-14,2024-06-08,Black,Wool,3,True,1,10
PROD-00151,ELE-HEA-DEL-748,Dell Essential Headphone,,Electronics,Headphones,Prime Logistics,48.08,67.21,0,0.28,0.30,19.90,14.40,5.70,WH-09,950,93,2025-11-20,Active,3.77,0.07,2025-11-13,2026-01-09,,Plastic,24,True,1,20
PROD-00152,ELE-LAP-DEL-360,Dell Pro Laptop,Dell,Electronics,Laptops,Summit Suppliers,997.41,1432.75,0,0.30,1.76,34.50,22.60,1.60,WH-03,719,96,2024-12-31,Active,4.64,0.06,2024-12-17,2025-03-28,Green,,12,True,1,100
PROD-00153,APP-SHI-NIK-631,Nike Classic Shirt,Nike,Apparel,Shirts,Summit Suppliers,8.24,16.31,0,0.49,0.23,28.80,29.60,3.00,WH-07,1239,81,2024-05-19,Out of Stock,4.12,0.18,2024-05-06,2024-07-09,Grey,Wool,3,False,1,20
PROD-00154,GRO-ORG-PEP-499,PepsiCo Pro Organic,PepsiCo,Groceries,Organic,Apex Distributors,2.77,3.56,5,0.22,0.92,9.30,17.30,15.30,WH-05,1069,81,2024-09-11,Active,4.70,0.01,2024-08-23,2024-12-25,,Plastic Bottle,,True,1,20
PROD-00155,ELE-TV-DEL-306,Dell Ultra TV,Dell,Electronics,TV,Elite Wholesale,834.10,1167.69,15,0.29,28.29,124.80,55.00,7.90,WH-08,804,64,2025-10-14,Active,4.08,0.07,2025-10-03,2026-02-27,Black,Plastic,36,True,1,20
PROD-00156,GRO-ORG-QUA-469,Quaker Essential Organic,,Groceries,Organic,Summit Suppliers,9.49,10.99,0,0.14,0.49,16.10,12.50,12.90,WH-10,887,42,2024-03-20,Active,3.51,0.01,2024-03-13,2024-05-25,Silver,Paper Pack,0,True,1,100
PROD-00157,ELE-LAP-HP-129,HP Signature Laptop,HP,Electronics,Laptops,Global Trade Corp,472.26,650.60,,0.27,1.53,37.10,24.60,2.00,WH-04,159,41,2024-12-15,Active,4.51,0.04,2024-12-09,2025-01-05,,Metal,12,True,1,100
PROD-00158,APP-JAC-LEV-573,Levis Premium Jacket,Levis,Apparel,Jackets,Prime Logistics,101.18,208.20,,0.51,1.00,40.00,32.40,3.10,WH-05,1167,57,2024-04-14,Active,4.42,0.20,2024-03-28,2024-06-25,,Denim,,True,1,10
PROD-00159,APP-PAN-PUM-513,Puma Essential Pant,Puma,Apparel,Pants,Elite Wholesale,18.23,44.40,0,0.59,0.33,36.00,31.00,2.50,WH-08,666,61,2024-11-07,Active,4.55,0.16,2024-10-26,2024-11-18,Grey,Wool,0,True,1,10
PROD-00160,HOM-APP-CAL-686,Calphalon Eco Appliance,Calphalon,Home & Kitchen,Appliances,Apex Distributors,71.14,130.84,0,0.46,3.29,37.20,48.70,67.80,WH-04,393,55,2025-02-13,Active,4.58,0.08,2025-01-24,2025-06-11,Silver,Glass,24,True,1,20
PROD-00161,HOM-APP-IKE-172,Ikea Premium Appliance,Ikea,Home & Kitchen,Appliances,Global Trade Corp,275.52,475.89,,0.42,12.32,59.30,42.40,40.20,WH-01,1339,39,2024-01-06,Active,4.71,0.08,2023-12-29,2024-01-21,Beige,Wood,12,True,1,5
PROD-00162,APP-PAN-LEV-721,Levis Essential Pant,Levis,Apparel,Pants,Summit Suppliers,20.46,46.13,0,0.56,0.53,39.10,25.20,3.50,WH-01,93,82,2024-01-13,Active,4.98,0.21,2023-12-28,2024-04-15,Red,Polyester,0,True,1,100
PROD-00163,APP-JAC-ZAR-501,Zara Essential Jacket,Zara,Apparel,Jackets,Elite Wholesale,33.75,70.69,0,0.52,0.90,35.60,36.00,4.90,WH-09,53,58,2025-01-29,Active,3.84,0.16,2025-01-15,2025-02-22,White,,3,True,1,20
PROD-00164,BEA-SKI-CLI-315,Clinique Essential Skincare,Clinique,Beauty,Skincare,Summit Suppliers,6.84,17.85,0,0.62,0.18,5.90,4.40,12.10,WH-02,78,84,2025-01-20,Discontinued,2.38,0.02,2025-01-12,2025-06-17,Navy,Organic Compounds,0,False,1,100
PROD-00165,APP-JAC-ADI-870,Adidas Signature Jacket,Adidas,Apparel,Jackets,Apex Distributors,98.52,183.07,20,0.46,1.47,44.50,37.80,6.00,WH-09,324,51,2024-12-09,Active,4.11,0.16,2024-11-23,2025-01-16,Silver,Denim,0,True,1,5
PROD-00166,ELE-TV-LOG-336,Logitech Classic TV,Logitech,Electronics,TV,Summit Suppliers,743.44,1000.75,5,0.26,16.08,139.30,65.20,6.90,WH-07,293,39,2025-06-20,Active,3.80,0.07,2025-06-15,2025-07-14,Silver,Plastic,,True,1,10
PROD-00167,ELE-HEA-DEL-265,Dell Deluxe Headphone,,Electronics,Headphones,Global Trade Corp,69.87,86.88,,0.20,0.25,21.80,15.20,5.60,WH-09,974,42,2024-10-06,Active,4.67,0.06,2024-09-28,2024-11-01,White,Plastic,,True,1,20
PROD-00168,GRO-PAN-KEL-313,Kelloggs Ultra Pantry,Kelloggs,Groceries,Pantry,Prime Logistics,10.47,13.03,5,0.20,1.31,8.30,9.20,21.80,WH-03,909,84,2025-06-08,Active,4.94,0.02,2025-05-21,2025-08-05,Silver,Tin Can,0,True,1,10
PROD-00169,APP-SHI-LEV-855,Levis Pro Shirt,Levis,Apparel,Shirts,Apex Distributors,10.87,21.90,0,0.50,0.23,30.80,28.70,2.50,WH-10,1045,54,2024-10-09,Active,4.55,0.18,2024-10-04,2025-03-07,Red,Polyester,0,True,1,5
PROD-00170,APP-JAC-ADI-725,Adidas Pro Jacket,Adidas,Apparel,Jackets,Apex Distributors,119.03,272.48,0,0.56,1.39,42.70,30.30,4.10,WH-01,1032,66,2024-02-23,Active,4.71,0.14,2024-02-15,2024-05-07,Silver,Leather,0,True,1,5
PROD-00171,BEA-MAK-LOR-774,LOreal Classic Makeup,LOreal,Beauty,Makeup,Apex Distributors,21.77,58.35,20,0.63,0.10,3.50,5.30,11.60,WH-02,92,41,2025-03-22,Active,4.97,0.03,2025-03-02,2025-08-06,Beige,Natural Oil,0,True,1,10
PROD-00172,GRO-ORG-KRA-682,Kraft Premium Organic,Kraft,Groceries,Organic,Global Trade Corp,6.42,7.87,,0.18,0.37,14.40,14.30,19.20,WH-06,1337,63,2025-05-26,Active,4.11,0.01,2025-05-11,2025-09-02,,Plastic Bottle,0,True,1,5
PROD-00173,ELE-PHO-BOS-341,Bose Eco Phone,Bose,Electronics,Phones,Global Trade Corp,659.87,855.59,0,0.23,0.24,15.80,7.30,1.00,WH-09,413,39,2024-01-19,Active,3.76,0.07,2024-01-02,2024-05-21,Red,Plastic,36,True,1,20
PROD-00174,HOM-BED-KEU-412,Keurig Ultra Bedding,Keurig,Home & Kitchen,Bedding,Prime Logistics,73.26,130.58,15,0.44,1.31,33.40,39.80,7.60,WH-04,674,88,2025-06-26,Active,3.90,0.05,2025-06-18,2025-11-07,Red,Wood,12,True,1,10
PROD-00175,ELE-LAP-HP-965,HP Signature Laptop,HP,Electronics,Laptops,Elite Wholesale,650.88,911.03,0,0.29,1.85,32.80,20.60,1.90,WH-03,1461,85,2024-04-07,Active,4.28,0.06,2024-03-19,2024-05-24,White,Plastic,12,True,1,5
PROD-00176,HOM-BED-CAL-396,Calphalon Eco Bedding,Calphalon,Home & Kitchen,Bedding,Prime Logistics,42.59,68.23,0,0.38,2.60,41.70,33.30,11.60,WH-06,860,46,2025-02-24,Active,4.87,0.09,2025-02-04,2025-06-17,Green,,0,True,1,5
PROD-00177,ELE-LAP-APP-231,Apple Ultra Laptop,Apple,Electronics,Laptops,Prime Logistics,787.92,1049.14,0,0.25,1.92,36.90,21.10,2.40,WH-02,1449,87,2024-05-18,Active,4.05,0.04,2024-05-06,2024-08-29,White,,12,True,1,10
PROD-00178,HOM-FUR-WAY-753,Wayfair Classic Furniture,Wayfair,Home & Kitchen,Furniture,Summit Suppliers,339.13,592.26,0,0.43,19.99,62.40,44.00,90.20,WH-03,441,65,2024-10-09,Active,3.69,0.07,2024-10-02,2025-02-10,White,Wood,12,True,1,10
PROD-00179,BEA-MAK-LOR-637,LOreal Ultra Makeup,LOreal,Beauty,Makeup,Summit Suppliers,5.00,10.55,0,0.53,0.03,3.40,4.80,10.70,WH-05,355,81,2024-09-17,Out of Stock,3.93,0.04,2024-09-01,2024-11-22,Blue,,0,False,1,10
PROD-00180,BEA-SKI-MAY-507,Maybelline Classic Skincare,,Beauty,Skincare,Prime Logistics,19.74,42.33,0,0.53,0.18,5.00,7.10,14.20,WH-10,918,39,2024-08-04,Active,4.03,0.04,2024-07-21,2024-09-02,Silver,Natural Oil,,True,1,100
PROD-00181,HOM-COO-CUI-771,Cuisinart Eco Cookware,Cuisinart,Home & Kitchen,Cookware,Global Trade Corp,37.16,71.97,0,0.48,2.27,30.80,29.90,10.80,WH-01,489,50,2024-07-30,Active,4.09,0.06,2024-07-24,2024-10-25,,,,True,1,5
PROD-00182,BEA-FRA-CLI-315,Clinique Ultra Fragrance,Clinique,Beauty,Fragrance,Summit Suppliers,93.35,201.61,5,0.54,0.16,8.40,9.30,17.60,WH-10,459,30,2025-10-02,Active,4.04,0.05,2025-09-20,2026-01-13,Pink,,0,True,1,100
PROD-00183,HOM-APP-IKE-345,Ikea Essential Appliance,Ikea,Home & Kitchen,Appliances,Global Trade Corp,150.05,267.57,0,0.44,3.23,45.60,49.00,52.00,WH-08,794,25,2025-05-30,Active,3.96,0.08,2025-05-14,2025-10-17,Pink,Ceramic,24,True,1,100
PROD-00184,APP-SHO-ADI-312,Adidas Pro Shoe,Adidas,Apparel,Shoes,Prime Logistics,57.25,134.31,0,0.57,0.75,33.80,20.20,13.20,WH-01,944,87,2025-01-08,Active,3.94,0.21,2024-12-27,2025-02-25,,Cotton,3,True,1,100
PROD-00185,ELE-LAP-LOG-559,Logitech Premium Laptop,Logitech,Electronics,Laptops,Elite Wholesale,553.85,702.39,10,0.21,1.54,34.70,21.40,2.10,WH-01,968,38,2025-09-28,Discontinued,2.44,0.04,2025-09-21,2026-01-31,Beige,Plastic,36,False,1,100
PROD-00186,ELE-HEA-APP-148,Apple Pro Headphone,Apple,Electronics,Headphones,Summit Suppliers,78.92,95.72,0,0.18,0.28,19.80,15.00,5.40,WH-08,50,94,2024-06-17,Active,4.09,0.06,2024-06-03,2024-07-30,Green,Plastic,36,True,1,5
PROD-00187,APP-PAN-H&M-476,H&M Pro Pant,H&M,Apparel,Pants,Global Trade Corp,36.58,85.21,0,0.57,0.58,39.60,29.10,2.30,WH-07,1198,87,2025-01-12,Active,4.26,0.17,2025-01-03,2025-03-07,Silver,Leather,3,True,1,10
PROD-00188,BEA-FRA-EST-972,Estee Lauder Ultra Fragrance,Estee Lauder,Beauty,Fragrance,Prime Logistics,67.97,186.02,10,0.63,0.20,10.30,6.40,12.30,WH-02,935,23,2024-07-26,Active,4.49,0.05,2024-07-06,2024-10-25,Grey,Organic Compounds,0,True,1,5
PROD-00189,HOM-BED-DYS-295,Dyson Smart Bedding,Dyson,Home & Kitchen,Bedding,Prime Logistics,56.11,99.45,0,0.44,2.54,43.30,31.60,8.20,WH-08,631,35,2025-01-14,Active,4.31,0.10,2024-12-27,2025-06-03,Beige,Glass,0,True,1,10
PROD-00190,GRO-ORG-HEI-199,Heinz Premium Organic,Heinz,Groceries,Organic,Prime Logistics,15.36,19.73,0,0.22,0.92,12.20,17.80,14.60,WH-03,189,49,2025-01-19,Active,3.66,0.01,2025-01-05,2025-04-30,Blue,Paper Pack,0,True,1,100
PROD-00191,HOM-APP-KIT-209,KitchenAid Pro Appliance,,Home & Kitchen,Appliances,Apex Distributors,56.52,102.50,10,0.45,11.76,56.70,33.10,30.90,WH-10,10,71,2024-07-17,Active,3.90,0.05,2024-07-10,2024-08-19,Silver,Metal,0,True,1,5
